trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260327,20260330,600996.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260327,20260330,605299.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260327,20260330,001313.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260327,20260330,603272.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260327,20260330,600769.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260327,20260330,603248.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260327,20260330,000767.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260327,20260330,605388.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260327,20260330,600844.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260327,20260330,002526.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
