trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260615,20260616,603979.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260615,20260616,688090.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260615,20260616,603093.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260615,20260616,603950.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260615,20260616,603681.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260615,20260616,688603.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260615,20260616,603083.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260615,20260616,688167.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260615,20260616,688757.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260615,20260616,600110.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
