prediction_id,signal_date,expected_buy_date,expected_exit_date,ts_code,name,industry,stage,stage_transition,stage_focus,source_rank,d_close,estimated_up_limit,recommended_max_price,max_auction_change_pct,take_profit_pct,stop_loss_pct,take_profit_price,stop_loss_price,latest_exit_time,exit_policy_version,predicted_net_return,predicted_return_lcb,predicted_return_ucb,predicted_outcome_q10,predicted_outcome_q90,predicted_fill_probability,predicted_exit_probability,predicted_profit_probability,predicted_big_loss_probability,predicted_continuation_limit_up_probability,max_big_loss_probability,big_loss_threshold,min_return_lcb,conservative_ev,selection_score,risk_gate_pass,selected,action,price_action,entry_rule,exit_rule,guidance_only,broker_connected,order_type,market_order_allowed,mechanism_limit_pct,decision_universe_rule,decision_universe_reason,minute_available,model_ready,model_promoted,model_reason,model_version,generated_at_utc,source_snapshot_sha256,feature_contract
20260721-603221.SH-auction_v5_manual_guidance_4,20260721,20260722,20260723,603221.SH,爱丽家居,家居用品,1→2,1→2,0.0,17.0,10.52,11.58,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0635636909833644,-0.0717030254160483,-0.0554243565506806,-0.1352108869841664,-0.0006314157299464,0.0067044135311872,0.9986566877758588,0.1657066667339848,0.5711224600519421,0.269102026552683,0.15,-0.03,0.0,-0.0005414788104277,-0.0005414788104277,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-21T13:59:20+00:00,979436f869d0ab57853645bacfdd4eef41211759f4818375f6ae39ee672b0e3d,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK
20260721-002036.SZ-auction_v5_manual_guidance_4,20260721,20260722,20260723,002036.SZ,联创电子,光学光电,2→3,2→3,1.0,80.0,7.21,7.94,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.053298046033978,-0.0614373804666618,-0.0451587116012941,-0.12494524203478,0.0096342292194399,0.0239298381358504,0.9986566877758588,0.2644462989112298,0.5054668129571629,0.2143877184416477,0.15,-0.03,0.0,-0.0016398930472679,-0.0005679544550597,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,1.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-21T13:59:20+00:00,979436f869d0ab57853645bacfdd4eef41211759f4818375f6ae39ee672b0e3d,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK
20260721-000815.SZ-auction_v5_manual_guidance_4,20260721,20260722,20260723,000815.SZ,美利云,IT服务Ⅱ,2→3,2→3,1.0,42.0,14.66,16.12,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0614916197137113,-0.0696309541463952,-0.0533522852810275,-0.1331388157145134,0.0014406555397065,0.0206636739963797,0.9986566877758588,0.1945940862346805,0.5769249900987002,0.2047058393816867,0.15,-0.03,0.0,-0.0016296723690401,-0.0006061431721317,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,1.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-21T13:59:20+00:00,979436f869d0ab57853645bacfdd4eef41211759f4818375f6ae39ee672b0e3d,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK
20260721-603192.SH-auction_v5_manual_guidance_4,20260721,20260722,20260723,603192.SH,汇得科技,化学制品,1→2,1→2,0.0,118.0,21.01,23.11,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0546255910142133,-0.0627649254468971,-0.0464862565815295,-0.1262727870150153,0.0083066842392046,0.0113908913078071,0.9986566877758588,0.2161489492625838,0.4733508730226891,0.1962740056106951,0.15,-0.03,0.0,-0.0007847558963962,-0.0007847558963962,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-21T13:59:20+00:00,979436f869d0ab57853645bacfdd4eef41211759f4818375f6ae39ee672b0e3d,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK
20260721-000526.SZ-auction_v5_manual_guidance_4,20260721,20260722,20260723,000526.SZ,学大教育,教育,1→2,1→2,0.0,32.0,30.98,34.08,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0444281339125553,-0.0525674683452391,-0.0362887994798714,-0.1160753299133573,0.0185041413408626,0.0142404328724242,0.9986566877758588,0.3766115772011971,0.4446804084128675,0.1594315310559307,0.15,-0.03,0.0,-0.0008236055711771,-0.0008236055711771,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-21T13:59:20+00:00,979436f869d0ab57853645bacfdd4eef41211759f4818375f6ae39ee672b0e3d,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK
20260721-603161.SH-auction_v5_manual_guidance_4,20260721,20260722,20260723,603161.SH,科华控股,汽车零部件,1→2,1→2,0.0,57.0,14.52,15.97,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0554634322537518,-0.0636027666864357,-0.047324097821068,-0.1271106282545538,0.007468842999666,0.013206817673042,0.9986566877758588,0.4241087118105374,0.5009119656315922,0.1523482274831128,0.15,-0.03,0.0,-0.0009318460712877,-0.0009318460712877,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,1.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-21T13:59:20+00:00,979436f869d0ab57853645bacfdd4eef41211759f4818375f6ae39ee672b0e3d,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK
20260721-600846.SH-auction_v5_manual_guidance_4,20260721,20260722,20260723,600846.SH,同济科技,工程咨询,1→2,1→2,0.0,112.0,11.78,12.96,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0568773056171361,-0.0650166400498199,-0.0487379711844523,-0.1285245016179381,0.0060549696362818,0.0131992151704871,0.9986566877758588,0.2317922066075897,0.5019094146335497,0.128486426341567,0.15,-0.03,0.0,-0.0009503666393077,-0.0009503666393077,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-21T13:59:20+00:00,979436f869d0ab57853645bacfdd4eef41211759f4818375f6ae39ee672b0e3d,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK
20260721-002319.SZ-auction_v5_manual_guidance_4,20260721,20260722,20260723,002319.SZ,乐通股份,化学制品,1→2,1→2,0.0,84.0,10.51,11.57,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.074210296191422,-0.0823496306241058,-0.0660709617587381,-0.145857492192224,-0.011278020938004,0.0100697345139086,0.9986566877758588,0.5306675720348104,0.6704603438537964,0.1057702664998573,0.15,-0.03,0.0,-0.0009504950506608,-0.0009504950506608,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-21T13:59:20+00:00,979436f869d0ab57853645bacfdd4eef41211759f4818375f6ae39ee672b0e3d,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK
20260721-002879.SZ-auction_v5_manual_guidance_4,20260721,20260722,20260723,002879.SZ,长缆科技,电网设备,1→2,1→2,0.0,119.0,13.56,14.91,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0588117205262832,-0.066951054958967,-0.0506723860935994,-0.1304589165270852,0.0041205547271347,0.0130598849217357,0.9986566877758588,0.1993836431333721,0.5497458998108055,0.2221558489503484,0.15,-0.03,0.0,-0.0009843400229073,-0.0009843400229073,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-21T13:59:20+00:00,979436f869d0ab57853645bacfdd4eef41211759f4818375f6ae39ee672b0e3d,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK
20260721-002213.SZ-auction_v5_manual_guidance_4,20260721,20260722,20260723,002213.SZ,大为股份,半导体,1→2,1→2,0.0,65.0,24.99,27.49,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.060010539300361,-0.0681498737330449,-0.0518712048676772,-0.1316577353011631,0.0029217359530568,0.0133433316199067,0.9986566877758588,0.3215196821416297,0.5370788458842292,0.2444926928935606,0.15,-0.03,0.0,-0.001016629373998,-0.001016629373998,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-21T13:59:20+00:00,979436f869d0ab57853645bacfdd4eef41211759f4818375f6ae39ee672b0e3d,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK
