prediction_id,signal_date,expected_buy_date,expected_exit_date,ts_code,name,stage,source_rank,d_close,recommended_max_price,max_auction_change_pct,predicted_net_return,predicted_return_lcb,predicted_return_ucb,predicted_fill_probability,predicted_profit_probability,predicted_big_loss_probability,conservative_ev,selected,action,price_action,model_ready,model_promoted,model_reason,model_version,generated_at_utc,source_snapshot_sha256,feature_contract
20260716-603716.SH-auction_v3_walkforward_3,20260716,20260717,20260720,603716.SH,塞力医疗,1→2,1.0,16.12,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
20260716-002173.SZ-auction_v3_walkforward_3,20260716,20260717,20260720,002173.SZ,创新医疗,1→2,2.0,17.44,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
20260716-603580.SH-auction_v3_walkforward_3,20260716,20260717,20260720,603580.SH,艾艾精工,3→4,3.0,40.84,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
20260716-600664.SH-auction_v3_walkforward_3,20260716,20260717,20260720,600664.SH,哈药股份,5→6,4.0,4.94,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
20260716-000566.SZ-auction_v3_walkforward_3,20260716,20260717,20260720,000566.SZ,海南海药,2→3,5.0,5.67,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
20260716-600785.SH-auction_v3_walkforward_3,20260716,20260717,20260720,600785.SH,新华百货,2→3,6.0,9.32,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
20260716-002739.SZ-auction_v3_walkforward_3,20260716,20260717,20260720,002739.SZ,儒意电影,2→3,7.0,10.32,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
20260716-603496.SH-auction_v3_walkforward_3,20260716,20260717,20260720,603496.SH,恒为科技,1→2,8.0,25.08,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
20260716-002881.SZ-auction_v3_walkforward_3,20260716,20260717,20260720,002881.SZ,美格智能,1→2,9.0,39.05,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
20260716-600436.SH-auction_v3_walkforward_3,20260716,20260717,20260720,600436.SH,片仔癀,1→2,10.0,141.15,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
20260716-300968.SZ-auction_v3_walkforward_3,20260716,20260717,20260720,300968.SZ,格林精密,1→2,11.0,10.24,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
20260716-603108.SH-auction_v3_walkforward_3,20260716,20260717,20260720,603108.SH,润达医疗,1→2,12.0,10.31,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
20260716-600203.SH-auction_v3_walkforward_3,20260716,20260717,20260720,600203.SH,福日电子,1→2,13.0,11.92,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-16T13:03:52+00:00,1c05f75f3569bc1975d448f3aa3fdf31968156dee810edbf427506d35a0b305d,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1
