trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_t_opening_auction,entry_price_proxy_t1,entry_price_proxy_mode,take_profit_price_tplus1,stop_loss_price_tplus1,latest_exit_time,exit_policy_version,exit_price_tplus1_timed,exit_price_tplus1_open,exit_price_source,exit_on_time,exit_reason,exit_price_t2_close,close_t2,realized_ret_open_to_tplus1_timed_exit,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,execution_contract,run_id,run_attempt,commit_sha,generated_at_utc,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,market_target_date,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2,auction_price_t2,auction_amount_t2,down_limit_t2,minute_open_t2,minute_open_available_t2
20260630,20260701,20260702,20260701,20260702,600405.SH,动力源,1,0.7366714397732852,79.942446,0.4258611773793213,电气设备,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,4.6,4.6,4.6,t_opening_auction,5.29,4.37,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,4.69,4.49,minute_1m_time_exit,1,time_exit,4.58,4.58,0.019565217391304568,0.019565217391304568,-0.004347826086956386,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28447762288,1,191e8af135ae58a302349a8ad851bc5edb87ec61,2026-06-30T13:25:34Z,09:20:00,09:24:50,4.6,4.65,4.43,4.53,20260702,4.49,4.81,4.48,280040.9,130441.601,1.1038,4.49,910123.0,4.08,4.49,1
20260630,20260701,20260702,20260701,20260702,603120.SH,肯特催化,2,0.7046568355374128,56.438849,0.5394931282264485,化工原料,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,55.5,55.5,55.5,t_opening_auction,63.83,52.73,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,60.7,57.46,minute_1m_time_exit,1,time_exit,60.37,60.37,0.09369369369369385,0.09369369369369385,0.08774774774774774,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28447762288,1,191e8af135ae58a302349a8ad851bc5edb87ec61,2026-06-30T13:25:34Z,09:20:00,09:24:50,55.5,58.69,54.1,58.69,20260702,57.46,63.5,55.5,116217.64,701259.06,2.8625,57.46,9170616.0,52.82,57.46,1
20260630,20260701,20260702,20260701,20260702,603985.SH,恒润股份,3,0.6968922002154254,70.906475,0.4258611773793213,电气设备,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,25.0,25.0,25.0,t_opening_auction,28.75,23.75,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,24.55,24.81,minute_1m_time_exit,1,time_exit,23.72,23.72,-0.018000000000000016,-0.018000000000000016,-0.05120000000000002,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28447762288,1,191e8af135ae58a302349a8ad851bc5edb87ec61,2026-06-30T13:25:34Z,09:20:00,09:24:50,25.0,25.38,24.5,25.16,20260702,24.81,25.08,23.6,202569.46,494764.171,-5.7234,24.81,3351831.0,22.64,24.81,1
20260630,20260701,20260702,20260701,20260702,600363.SH,联创光电,4,0.6965498465751055,45.352518,0.83,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,36.42,36.42,36.42,t_opening_auction,41.88,34.6,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,36.76,35.22,minute_1m_time_exit,1,time_exit,35.8,35.8,0.009335529928610642,0.009335529928610642,-0.017023613399231308,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28447762288,1,191e8af135ae58a302349a8ad851bc5edb87ec61,2026-06-30T13:25:34Z,09:20:00,09:24:50,36.42,38.25,35.99,37.05,20260702,35.22,37.05,35.22,357564.89,1292178.767,-3.3738,35.22,30081402.0,33.35,35.22,1
20260630,20260701,20260702,20260701,20260702,603125.SH,常青科技,5,0.6924652927344697,66.805755,0.5394931282264485,化工原料,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_gap_at_open,34.0,34.0,34.0,t_opening_auction,39.1,32.3,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,30.5,30.5,minute_1m_first_touch,1,stop_gap_at_open,31.36,31.36,-0.1029411764705882,-0.1029411764705882,-0.0776470588235294,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28447762288,1,191e8af135ae58a302349a8ad851bc5edb87ec61,2026-06-30T13:25:34Z,09:20:00,09:24:50,34.0,34.0,31.3,31.61,20260702,30.5,32.7,30.01,112253.61,353849.539,-0.7909,30.5,7231550.0,28.45,30.5,1
20260630,20260701,20260702,20260701,20260702,001314.SZ,亿道信息,7,0.6807085434527006,66.347482,0.415,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_loss_first_touch,61.89,61.89,61.89,t_opening_auction,71.17,58.8,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,58.8,59.95,minute_1m_first_touch,1,stop_loss_first_touch,58.53,58.53,-0.04992729035385368,-0.04992729035385368,-0.05428986912263689,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28447762288,1,191e8af135ae58a302349a8ad851bc5edb87ec61,2026-06-30T13:25:34Z,09:20:00,09:24:50,61.89,62.5,59.58,60.25,20260702,59.95,60.86,58.3,48385.3,288269.9326,-2.8548,59.95,2338050.0,54.23,59.95,1
20260630,20260701,20260702,20260701,20260702,002587.SZ,奥拓电子,8,0.6782573033802564,58.577698,0.415,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_loss_first_touch,7.76,7.76,7.76,t_opening_auction,8.92,7.37,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,7.37,7.41,minute_1m_first_touch,1,stop_loss_first_touch,7.19,7.19,-0.05025773195876282,-0.05025773195876282,-0.07345360824742264,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28447762288,1,191e8af135ae58a302349a8ad851bc5edb87ec61,2026-06-30T13:25:34Z,09:20:00,09:24:50,7.76,7.88,7.43,7.53,20260702,7.41,7.44,7.11,891331.48,647389.3752,-4.5153,7.41,8293272.0,6.78,7.41,1
20260630,20260701,20260702,20260701,20260702,002106.SZ,莱宝高科,9,0.6730515434991015,62.577698,0.4181999999999999,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_loss_first_touch,17.35,17.35,17.35,t_opening_auction,19.95,16.48,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,16.48,16.9,minute_1m_first_touch,1,stop_loss_first_touch,16.25,16.25,-0.050144092219020275,-0.050144092219020275,-0.0634005763688762,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28447762288,1,191e8af135ae58a302349a8ad851bc5edb87ec61,2026-06-30T13:25:34Z,09:20:00,09:24:50,17.35,18.35,16.37,18.05,20260702,16.9,17.17,16.25,761572.09,1254104.6823,-9.9723,16.9,18388890.0,16.25,16.9,1
20260630,20260701,20260702,20260701,20260702,603078.SH,江化微,10,0.6728217168976486,42.043165,0.6729057079444091,半导体,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_loss_first_touch,51.5,51.5,51.5,t_opening_auction,59.23,48.93,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,48.93,50.21,minute_1m_first_touch,1,stop_loss_first_touch,56.9,56.9,-0.04990291262135926,-0.04990291262135926,0.1048543689320387,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28447762288,1,191e8af135ae58a302349a8ad851bc5edb87ec61,2026-06-30T13:25:34Z,09:20:00,09:24:50,51.5,54.36,50.0,52.66,20260702,50.21,57.93,47.39,718705.2,3938785.058,8.0517,50.21,35247420.0,47.39,50.21,1
20260630,20260701,20260702,20260701,20260702,002830.SZ,名雕股份,11,0.6712742511818565,75.043885,0.005,装修装饰,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,17.28,17.28,17.28,t_opening_auction,19.87,16.42,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,17.88,18.23,minute_1m_time_exit,1,time_exit,17.27,17.27,0.0347222222222221,0.0347222222222221,-0.0005787037037038312,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28447762288,1,191e8af135ae58a302349a8ad851bc5edb87ec61,2026-06-30T13:25:34Z,09:20:00,09:24:50,17.28,18.52,17.22,18.06,20260702,18.23,18.43,17.0,97148.0,172720.9798,-4.3743,18.23,2452664.2,16.25,18.23,1
