ts_code,time,open,close,high,low,vol,amount
000679.SZ,2026-09-10 09:30:00,6.91,6.94,6.98,6.91,748300.0,5173079
000679.SZ,2026-09-10 09:31:00,6.94,6.85,7.0,6.85,1331500.0,9224497
000679.SZ,2026-09-10 09:32:00,6.84,6.78,6.84,6.76,812900.0,5537510
000679.SZ,2026-09-10 09:33:00,6.79,6.82,6.84,6.78,425100.0,2894047
000679.SZ,2026-09-10 09:34:00,6.81,6.76,6.81,6.73,1016500.0,6869262
000679.SZ,2026-09-10 09:35:00,6.76,6.77,6.78,6.74,403500.0,2726638
000679.SZ,2026-09-10 09:36:00,6.75,6.71,6.76,6.71,538200.0,3618728
000679.SZ,2026-09-10 09:37:00,6.71,6.71,6.72,6.7,465100.0,3123186
000679.SZ,2026-09-10 09:38:00,6.71,6.75,6.75,6.71,244700.0,1645714
000679.SZ,2026-09-10 09:39:00,6.76,6.75,6.77,6.72,192700.0,1299023
000679.SZ,2026-09-10 09:40:00,6.75,6.74,6.76,6.73,181100.0,1221985
000679.SZ,2026-09-10 09:41:00,6.76,6.77,6.79,6.76,356900.0,2414052
000679.SZ,2026-09-10 09:42:00,6.76,6.74,6.77,6.74,102900.0,694733
000679.SZ,2026-09-10 09:43:00,6.75,6.72,6.75,6.72,436000.0,2939248
000679.SZ,2026-09-10 09:44:00,6.72,6.75,6.75,6.72,224400.0,1510529
000679.SZ,2026-09-10 09:45:00,6.75,6.77,6.8,6.75,254200.0,1723544
000679.SZ,2026-09-10 09:46:00,6.78,6.75,6.79,6.75,165300.0,1119691
000679.SZ,2026-09-10 09:47:00,6.75,6.72,6.76,6.72,139600.0,940173
000679.SZ,2026-09-10 09:48:00,6.72,6.71,6.72,6.7,259500.0,1740850
000679.SZ,2026-09-10 09:49:00,6.72,6.69,6.72,6.68,502000.0,3363007
000679.SZ,2026-09-10 09:50:00,6.69,6.7,6.7,6.69,225200.0,1507713
000679.SZ,2026-09-10 09:51:00,6.7,6.71,6.73,6.7,147000.0,986327
000679.SZ,2026-09-10 09:52:00,6.72,6.73,6.73,6.71,86800.0,583338
000679.SZ,2026-09-10 09:53:00,6.73,6.72,6.73,6.7,100100.0,672458
000679.SZ,2026-09-10 09:54:00,6.71,6.7,6.72,6.7,112700.0,756178
000679.SZ,2026-09-10 09:55:00,6.71,6.69,6.71,6.69,136000.0,911324
000679.SZ,2026-09-10 09:56:00,6.7,6.7,6.7,6.68,166600.0,1114561
000679.SZ,2026-09-10 09:57:00,6.7,6.71,6.71,6.69,101800.0,682451
000679.SZ,2026-09-10 09:58:00,6.71,6.69,6.71,6.69,116100.0,777328
000679.SZ,2026-09-10 09:59:00,6.7,6.68,6.7,6.67,271100.0,1811848
000679.SZ,2026-09-10 10:00:00,6.68,6.68,6.68,6.66,291500.0,1944602
000679.SZ,2026-09-10 10:01:00,6.68,6.68,6.69,6.67,239800.0,1601606
000679.SZ,2026-09-10 10:02:00,6.69,6.67,6.69,6.67,189200.0,1264108
000679.SZ,2026-09-10 10:03:00,6.68,6.68,6.69,6.66,115600.0,771407
000679.SZ,2026-09-10 10:04:00,6.68,6.69,6.7,6.68,270400.0,1807239
000679.SZ,2026-09-10 10:05:00,6.69,6.7,6.71,6.69,106100.0,710345
000679.SZ,2026-09-10 10:06:00,6.7,6.68,6.7,6.67,129800.0,868134
000679.SZ,2026-09-10 10:07:00,6.68,6.67,6.68,6.67,155600.0,1038542
000679.SZ,2026-09-10 10:08:00,6.67,6.67,6.68,6.67,111200.0,742263
000679.SZ,2026-09-10 10:09:00,6.67,6.66,6.67,6.65,179500.0,1196063
000679.SZ,2026-09-10 10:10:00,6.67,6.65,6.67,6.65,80900.0,539111
000679.SZ,2026-09-10 10:11:00,6.66,6.63,6.66,6.63,186400.0,1238526
000679.SZ,2026-09-10 10:12:00,6.64,6.62,6.65,6.62,149600.0,993005
000679.SZ,2026-09-10 10:13:00,6.62,6.63,6.64,6.61,159000.0,1052932
000679.SZ,2026-09-10 10:14:00,6.64,6.63,6.64,6.62,113100.0,750376
000679.SZ,2026-09-10 10:15:00,6.64,6.63,6.64,6.63,74700.0,495563
000679.SZ,2026-09-10 10:16:00,6.64,6.65,6.66,6.64,101600.0,675162
000679.SZ,2026-09-10 10:17:00,6.65,6.64,6.65,6.64,102000.0,677869
000679.SZ,2026-09-10 10:18:00,6.65,6.66,6.66,6.65,69500.0,462401
000679.SZ,2026-09-10 10:19:00,6.66,6.66,6.67,6.65,101700.0,676949
000679.SZ,2026-09-10 10:20:00,6.65,6.68,6.68,6.65,58600.0,390471
000679.SZ,2026-09-10 10:21:00,6.68,6.65,6.69,6.65,99500.0,663340
000679.SZ,2026-09-10 10:22:00,6.66,6.66,6.67,6.65,41400.0,275933
000679.SZ,2026-09-10 10:23:00,6.66,6.66,6.66,6.65,49000.0,325985
000679.SZ,2026-09-10 10:24:00,6.66,6.65,6.66,6.65,22800.0,151743
000679.SZ,2026-09-10 10:25:00,6.66,6.65,6.66,6.65,28000.0,186363
000679.SZ,2026-09-10 10:26:00,6.66,6.65,6.66,6.65,60800.0,404867
000679.SZ,2026-09-10 10:27:00,6.66,6.66,6.67,6.65,50900.0,338800
000679.SZ,2026-09-10 10:28:00,6.66,6.64,6.66,6.64,41000.0,272711
000679.SZ,2026-09-10 10:29:00,6.65,6.63,6.65,6.63,76000.0,504479
000679.SZ,2026-09-10 10:30:00,6.64,6.63,6.65,6.63,16700.0,110802
000679.SZ,2026-09-10 10:31:00,6.63,6.61,6.63,6.61,157700.0,1043068
000679.SZ,2026-09-10 10:32:00,6.61,6.62,6.63,6.61,113300.0,749533
000679.SZ,2026-09-10 10:33:00,6.62,6.63,6.63,6.61,98000.0,648429
000679.SZ,2026-09-10 10:34:00,6.63,6.62,6.63,6.62,40900.0,271060
000679.SZ,2026-09-10 10:35:00,6.62,6.64,6.64,6.62,28200.0,186951
000679.SZ,2026-09-10 10:36:00,6.63,6.64,6.64,6.62,83600.0,554161
000679.SZ,2026-09-10 10:37:00,6.63,6.62,6.64,6.62,66500.0,440721
000679.SZ,2026-09-10 10:38:00,6.62,6.62,6.63,6.62,74300.0,492007
000679.SZ,2026-09-10 10:39:00,6.63,6.64,6.64,6.62,79600.0,527427
000679.SZ,2026-09-10 10:40:00,6.64,6.62,6.64,6.62,55600.0,368909
000679.SZ,2026-09-10 10:41:00,6.63,6.63,6.64,6.61,59100.0,391463
000679.SZ,2026-09-10 10:42:00,6.63,6.61,6.63,6.61,118900.0,787421
000679.SZ,2026-09-10 10:43:00,6.63,6.64,6.64,6.62,106200.0,704266
000679.SZ,2026-09-10 10:44:00,6.64,6.65,6.65,6.63,43500.0,288812
000679.SZ,2026-09-10 10:45:00,6.65,6.63,6.65,6.63,32700.0,217161
000679.SZ,2026-09-10 10:46:00,6.65,6.63,6.65,6.63,40200.0,266925
000679.SZ,2026-09-10 10:47:00,6.64,6.64,6.64,6.63,13700.0,90883
000679.SZ,2026-09-10 10:48:00,6.64,6.63,6.64,6.63,37400.0,248022
000679.SZ,2026-09-10 10:49:00,6.64,6.65,6.65,6.64,62500.0,415483
000679.SZ,2026-09-10 10:50:00,6.66,6.67,6.67,6.66,21400.0,142599
000679.SZ,2026-09-10 10:51:00,6.68,6.67,6.68,6.67,55200.0,368394
000679.SZ,2026-09-10 10:52:00,6.67,6.67,6.68,6.66,17900.0,119406
000679.SZ,2026-09-10 10:53:00,6.67,6.67,6.67,6.67,2500.0,16673
