ts_code,time,open,close,high,low,vol,amount
002453.SZ,2026-09-23 09:30:00,5.32,5.37,5.39,5.32,4704460.0,25058869.0
002453.SZ,2026-09-23 09:31:00,5.37,5.46,5.49,5.36,8492728.0,46094074.11
002453.SZ,2026-09-23 09:32:00,5.47,5.42,5.5,5.41,5862639.0,31889434.76
002453.SZ,2026-09-23 09:33:00,5.43,5.49,5.5,5.43,6282500.0,34392326.0
002453.SZ,2026-09-23 09:34:00,5.5,5.47,5.53,5.47,4927500.0,27074144.48
002453.SZ,2026-09-23 09:35:00,5.47,5.41,5.51,5.41,4072900.0,22299039.48
002453.SZ,2026-09-23 09:36:00,5.41,5.42,5.42,5.38,2837200.0,15340451.83
002453.SZ,2026-09-23 09:37:00,5.42,5.39,5.42,5.37,2167302.0,11667038.74
002453.SZ,2026-09-23 09:38:00,5.39,5.36,5.41,5.36,1536159.0,8272508.42
002453.SZ,2026-09-23 09:39:00,5.36,5.25,5.36,5.25,2386400.0,12712711.0
002453.SZ,2026-09-23 09:40:00,5.25,5.26,5.3,5.21,2644300.0,13909136.0
002453.SZ,2026-09-23 09:41:00,5.26,5.28,5.29,5.26,1034700.0,5449793.0
002453.SZ,2026-09-23 09:42:00,5.28,5.32,5.35,5.28,953500.0,5073753.32
002453.SZ,2026-09-23 09:43:00,5.32,5.26,5.32,5.26,1008249.0,5327652.25
002453.SZ,2026-09-23 09:44:00,5.26,5.2,5.26,5.2,1479951.0,7720983.75
002453.SZ,2026-09-23 09:45:00,5.2,5.17,5.2,5.13,1913000.0,9873383.0
002453.SZ,2026-09-23 09:46:00,5.19,5.19,5.23,5.18,761100.0,3958528.0
002453.SZ,2026-09-23 09:47:00,5.19,5.12,5.19,5.12,1084300.0,5596983.0
002453.SZ,2026-09-23 09:48:00,5.12,5.15,5.16,5.11,1532401.0,7869684.14
002453.SZ,2026-09-23 09:49:00,5.16,5.19,5.19,5.16,566500.0,2925116.0
002453.SZ,2026-09-23 09:50:00,5.18,5.14,5.18,5.14,584300.0,3012033.27
002453.SZ,2026-09-23 09:51:00,5.14,5.16,5.16,5.14,653000.0,3356334.0
002453.SZ,2026-09-23 09:52:00,5.15,5.15,5.16,5.15,437500.0,2254385.0
002453.SZ,2026-09-23 09:53:00,5.15,5.16,5.17,5.15,259100.0,1336950.27
002453.SZ,2026-09-23 09:54:00,5.17,5.13,5.17,5.12,1117300.0,5746225.0
002453.SZ,2026-09-23 09:55:00,5.13,5.1,5.13,5.1,1472300.0,7529272.0
002453.SZ,2026-09-23 09:56:00,5.1,5.06,5.1,5.06,1487000.0,7559464.0
002453.SZ,2026-09-23 09:57:00,5.06,5.11,5.11,5.06,853747.0,4333665.23
002453.SZ,2026-09-23 09:58:00,5.11,5.09,5.11,5.08,406853.0,2074521.3
002453.SZ,2026-09-23 09:59:00,5.08,5.08,5.09,5.07,578500.0,2940710.0
002453.SZ,2026-09-23 10:00:00,5.08,5.09,5.1,5.08,504100.0,2565764.0
002453.SZ,2026-09-23 10:01:00,5.1,5.12,5.12,5.1,483100.0,2466877.0
002453.SZ,2026-09-23 10:02:00,5.12,5.13,5.13,5.11,280000.0,1433907.0
002453.SZ,2026-09-23 10:03:00,5.12,5.09,5.13,5.09,663900.0,3395682.0
002453.SZ,2026-09-23 10:04:00,5.09,5.1,5.1,5.09,285400.0,1454599.0
002453.SZ,2026-09-23 10:05:00,5.11,5.11,5.11,5.11,261400.0,1335609.0
002453.SZ,2026-09-23 10:06:00,5.11,5.12,5.12,5.11,220500.0,1127373.0
002453.SZ,2026-09-23 10:07:00,5.12,5.11,5.12,5.11,223100.0,1140755.0
002453.SZ,2026-09-23 10:08:00,5.12,5.1,5.12,5.1,321300.0,1640288.0
002453.SZ,2026-09-23 10:09:00,5.1,5.09,5.1,5.09,487000.0,2481818.0
002453.SZ,2026-09-23 10:10:00,5.08,5.08,5.09,5.08,499300.0,2537153.0
002453.SZ,2026-09-23 10:11:00,5.09,5.05,5.09,5.05,878900.0,4451934.0
002453.SZ,2026-09-23 10:12:00,5.05,5.05,5.05,5.04,600400.0,3030847.0
002453.SZ,2026-09-23 10:13:00,5.04,5.05,5.06,5.04,446549.0,2254706.96
002453.SZ,2026-09-23 10:14:00,5.05,5.05,5.06,5.05,290200.0,1466005.0
002453.SZ,2026-09-23 10:15:00,5.06,5.05,5.06,5.05,313100.0,1582347.0
