rank,trade_date,base_date,buy_date,target_date,ts_code,name,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260610,20260610,20260611,20260612,603065.SH,宿迁联盛,11.44,TOP10,1,1,TOP10,市价竞价,≤11.98,市价竞价,≤11.98,冲高至12.81附近优先兑现；强势放量再看13.25；弱于11.27止损,冲高至12.81附近优先兑现；强势放量再看13.25；弱于11.27止损,市价竞价,≤11.98,市价竞价,≤11.98,冲高至12.81附近优先兑现；强势放量再看13.25；弱于11.27止损,冲高至12.81附近优先兑现；强势放量再看13.25；弱于11.27止损,0.984333,0.984333,64.53,64.53,0.862362,0.862362,83.6149,83.6149,0.984333,64.53,0.862362,83.6149,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,11.801209072596995,12.387899925637521,12.812800000000001,13.252273979082162,13.911103754716642,0.98829186007614,0.98829186007614,1,1,1,0.9179402623494288,0.0,0.0,,,,,,,,
2,20260610,20260610,20260611,20260612,002354.SZ,天娱数科,8.87,TOP10,1,1,TOP10,市价竞价,≤9.28,市价竞价,≤9.28,冲高至9.92附近优先兑现；强势放量再看10.26；弱于8.74止损,冲高至9.92附近优先兑现；强势放量再看10.26；弱于8.74止损,市价竞价,≤9.28,市价竞价,≤9.28,冲高至9.92附近优先兑现；强势放量再看10.26；弱于8.74止损,冲高至9.92附近优先兑现；强势放量再看10.26；弱于8.74止损,0.968116,0.968116,64.0435,64.0435,0.837851,0.837851,82.2318,82.2318,0.968116,64.0435,0.837851,82.2318,,,,,,,,rule_fallback:model_missing,0.0,0.1185417106529893,0.1185417106529893,up,high,1.0,ehx:model_v1,0.029783111594608738,0.0783013053401217,0.11202579285129281,0.14575028036246393,0.19426847410797776,9.138149542537718,9.592447802770431,9.921464973492014,10.26176730321111,10.771925624768544,0.9874712737486243,0.9874712737486243,2,19,19,0.5160751956583188,0.0,0.0,,,,,,,,
3,20260610,20260610,20260611,20260612,600058.SH,五矿发展,10.34,TOP10,1,1,TOP10,市价竞价,≤10.82,市价竞价,≤10.82,冲高至11.58附近优先兑现；强势放量再看11.98；弱于10.18止损,冲高至11.58附近优先兑现；强势放量再看11.98；弱于10.18止损,市价竞价,≤10.82,市价竞价,≤10.82,冲高至11.58附近优先兑现；强势放量再看11.98；弱于10.18止损,冲高至11.58附近优先兑现；强势放量再看11.98；弱于10.18止损,0.832941,0.832941,59.9882,59.9882,0.862362,0.862362,76.4238,76.4238,0.832941,59.9882,0.862362,76.4238,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,10.66647743100113,11.19675570201853,11.580800000000002,11.978016865708877,12.573497624455426,0.98829186007614,0.98829186007614,3,2,2,0.2936421915481814,0.0,0.0,,,,,,,,
4,20260610,20260610,20260611,20260612,000029.SZ,深深房Ａ,26.99,TOP10,1,1,TOP10,市价竞价,≤27.99,市价竞价,≤27.99,冲高至29.32附近优先兑现；强势放量再看30.32；弱于26.59止损,冲高至29.32附近优先兑现；强势放量再看30.32；弱于26.59止损,市价竞价,≤27.99,市价竞价,≤27.99,冲高至29.32附近优先兑现；强势放量再看30.32；弱于26.59止损,冲高至29.32附近优先兑现；强势放量再看30.32；弱于26.59止损,0.870433,0.870433,61.113,61.113,0.761859,0.761859,75.6921,75.6921,0.870433,61.113,0.761859,75.6921,,,,,,,,rule_fallback:model_missing,0.0,0.08626575017528587,0.08626575017528587,up,high,1.0,ehx:model_v1,0.0005032158216565774,0.04902140956716953,0.08274589707834065,0.11647038458951178,0.16498857833502562,27.00358521288687,28.346054136726956,29.318312597230964,30.323919138898653,31.83145670371003,0.9510294278322522,0.9510294278322522,4,41,41,0.575968158114201,0.0,0.0,,,,,,,,
5,20260610,20260610,20260611,20260612,002119.SZ,康强电子,28.36,TOP10,1,1,TOP10,市价竞价,≤29.49,市价竞价,≤29.49,冲高至31.05附近优先兑现；强势放量再看32.11；弱于27.93止损,冲高至31.05附近优先兑现；强势放量再看32.11；弱于27.93止损,市价竞价,≤29.49,市价竞价,≤29.49,冲高至31.05附近优先兑现；强势放量再看32.11；弱于27.93止损,冲高至31.05附近优先兑现；强势放量再看32.11；弱于27.93止损,0.795979,0.795979,58.8794,58.8794,0.798238,0.798238,73.0649,73.0649,0.795979,58.8794,0.798238,73.0649,,,,,,,,rule_fallback:model_missing,0.0,0.09477029978185389,0.09477029978185389,up,high,1.0,ehx:model_v1,0.008301888117862075,0.056820081863375026,0.09054456937454615,0.12426905688571727,0.1727872506312311,28.596421561827235,30.01807750036769,31.047685701813375,32.11260905788452,33.70907039380605,0.9649211669872684,0.9649211669872684,5,30,30,0.4499109680852202,0.0,0.0,,,,,,,,
6,20260610,20260610,20260611,20260612,002830.SZ,名雕股份,15.97,TOP10,1,1,TOP10,市价竞价,≤16.72,市价竞价,≤16.72,冲高至17.89附近优先兑现；强势放量再看18.50；弱于15.73止损,冲高至17.89附近优先兑现；强势放量再看18.50；弱于15.73止损,市价竞价,≤16.72,市价竞价,≤16.72,冲高至17.89附近优先兑现；强势放量再看18.50；弱于15.73止损,冲高至17.89附近优先兑现；强势放量再看18.50；弱于15.73止损,0.702453,0.702453,56.0736,56.0736,0.862362,0.862362,70.2256,70.2256,0.702453,56.0736,0.862362,70.2256,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,16.474240287532695,17.293248410177554,17.886400000000002,18.499896455064874,19.419609000246922,0.98829186007614,0.98829186007614,6,3,3,0.2060221876824957,0.0,0.0,,,,,,,,
7,20260610,20260610,20260611,20260612,600981.SH,苏豪汇鸿,2.71,TOP10,1,1,TOP10,市价竞价,≤2.84,市价竞价,≤2.84,冲高至3.04附近优先兑现；强势放量再看3.14；弱于2.67止损,冲高至3.04附近优先兑现；强势放量再看3.14；弱于2.67止损,市价竞价,≤2.84,市价竞价,≤2.84,冲高至3.04附近优先兑现；强势放量再看3.14；弱于2.67止损,冲高至3.04附近优先兑现；强势放量再看3.14；弱于2.67止损,0.676823,0.676823,55.3047,55.3047,0.862362,0.862362,69.0082,69.0082,0.676823,55.3047,0.862362,69.0082,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,2.7955661352043584,2.9345462236431543,3.0352,3.139306161128729,3.2953751027344493,0.98829186007614,0.98829186007614,7,4,4,0.1919819655731544,0.0,0.0,,,,,,,,
8,20260610,20260610,20260611,20260612,600573.SH,惠泉啤酒,13.01,TOP10,1,1,TOP10,限价竞价,≤13.62,限价竞价,≤13.62,冲高至14.57附近优先兑现；强势放量再看15.07；弱于12.81止损,冲高至14.57附近优先兑现；强势放量再看15.07；弱于12.81止损,限价竞价,≤13.62,限价竞价,≤13.62,冲高至14.57附近优先兑现；强势放量再看15.07；弱于12.81止损,冲高至14.57附近优先兑现；强势放量再看15.07；弱于12.81止损,0.628355,0.628355,53.8506,53.8506,0.862362,0.862362,66.7059,66.7059,0.628355,53.8506,0.862362,66.7059,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,13.420780597420185,14.087987590257356,14.571200000000001,15.070986404533123,15.820232504271285,0.98829186007614,0.98829186007614,8,6,6,0.1668959530811215,0.0,0.0,,,,,,,,
9,20260610,20260610,20260611,20260612,603636.SH,南威软件,9.66,TOP10,1,1,TOP10,限价竞价,≤10.11,限价竞价,≤10.11,冲高至10.82附近优先兑现；强势放量再看11.19；弱于9.52止损,冲高至10.82附近优先兑现；强势放量再看11.19；弱于9.52止损,限价竞价,≤10.11,限价竞价,≤10.11,冲高至10.82附近优先兑现；强势放量再看11.19；弱于9.52止损,冲高至10.82附近优先兑现；强势放量再看11.19；弱于9.52止损,0.590442,0.590442,52.7133,52.7133,0.862362,0.862362,64.9051,64.9051,0.590442,52.7133,0.862362,64.9051,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,9.96500696165096,10.46041200014497,10.8192,11.190294286532666,11.746613834839403,0.98829186007614,0.98829186007614,9,5,5,0.1482173726327192,0.0,0.0,,,,,,,,
10,20260610,20260610,20260611,20260612,002585.SZ,双星新材,13.42,TOP10,1,1,TOP10,限价竞价,≤14.05,限价竞价,≤14.05,冲高至15.03附近优先兑现；强势放量再看15.55；弱于13.22止损,冲高至15.03附近优先兑现；强势放量再看15.55；弱于13.22止损,限价竞价,≤14.05,限价竞价,≤14.05,冲高至15.03附近优先兑现；强势放量再看15.55；弱于13.22止损,冲高至15.03附近优先兑现；强势放量再看15.55；弱于13.22止损,0.590345,0.590345,52.7104,52.7104,0.862362,0.862362,64.9005,64.9005,0.590345,52.7104,0.862362,64.9005,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,13.843726027469552,14.531959528151708,15.030400000000002,15.545936783154076,16.31879478918683,0.98829186007614,0.98829186007614,10,9,9,0.1481706485852963,0.0,0.0,,,,,,,,
