rank,trade_date,base_date,buy_date,target_date,ts_code,name,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260616,20260616,20260617,20260618,002585.SZ,双星新材,塑料,14.01,TOP10,1,1,TOP10,市价竞价,≤14.57,市价竞价,≤14.57,冲高至15.26附近优先兑现；强势放量再看15.78；弱于13.80止损,冲高至15.26附近优先兑现；强势放量再看15.78；弱于13.80止损,市价竞价,≤14.57,市价竞价,≤14.57,冲高至15.26附近优先兑现；强势放量再看15.78；弱于13.80止损,冲高至15.26附近优先兑现；强势放量再看15.78；弱于13.80止损,0.654854,0.654854,73.7092,73.7092,0.824148,0.824148,78.6417,78.6417,0.744581,57.3374,0.799841,70.6636,0.9588584360092399,0.9728697068395626,0.8957746000536785,0.8462365762788353,0.823861745237855,0.8790536310815978,0.8442248376030389,0.11125144322805904,0.14368611860418334,0.12891569989817164,0.13064441019260892,0.06125173855638117,0.07806360998746947,0.8764849189012702,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=14;samples=419;t1_accept_auc=0.48799270904534053;t1_accept_brier=0.29724315412033037;t1_ret_spearman_ic=0.0014533517363650304,degraded,0.850417,0.654854,historical_bin_blend_v1,69.7527,86.6188,83.2086,67.5,73.9346,73.9346,5,0.5758928571428571,0.06696428571428571,0.24553571428571427,0.11160714285714286,0.861867,0.812796,0.846237,0.848024,0.157902,0.074339,75.7627,45.2304,77.5,77.5,0.061777,94.5318,97.7827,77.3452,87.0087,72.643,0.72643,1,0,ELIGIBLE,ok,professional_score_rule_guarded,1,5506.0,0.49164547766073374,0.00638155091897298,0.0,187.0,0.03396294950962586,300.0,0.05448601525608427,3085247351.1535797,0.452304167695745,0.0,0.08886636382169279,0.08886636382169279,up,high,1.0,ehx:model_v1,0.0028944405834581133,0.051412634328971064,0.08513712184014219,0.11886160935131332,0.16737980309682715,14.050609855629638,14.749128476156455,15.255017757141918,15.778258840644368,16.562666614607732,0.9556918602652009,0.9556918602652009,4,44,44,0.3877028675931609,0.0,0.0,,,,,,,,
2,20260616,20260616,20260617,20260618,600500.SH,中化国际,塑料,9.06,TOP10,1,1,TOP10,市价竞价,≤9.41,市价竞价,≤9.41,冲高至9.79附近优先兑现；强势放量再看10.12；弱于8.92止损,冲高至9.79附近优先兑现；强势放量再看10.12；弱于8.92止损,市价竞价,≤9.41,市价竞价,≤9.41,冲高至9.79附近优先兑现；强势放量再看10.12；弱于8.92止损,冲高至9.79附近优先兑现；强势放量再看10.12；弱于8.92止损,0.691277,0.691277,75.2452,75.2452,0.841542,0.841542,81.5953,81.5953,0.927912,62.8374,0.766739,78.5443,0.9714920214039162,0.9721243050130731,0.8972548955381896,0.8351703121116537,0.8504313235670172,0.8934283151128724,0.8818273483549378,0.1048392109632622,0.1334768077016684,0.12117355067555298,0.13281811064729648,0.05703437107459676,0.09030617466831656,0.8905075140736157,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=14;samples=419;t1_accept_auc=0.48799270904534053;t1_accept_brier=0.29724315412033037;t1_ret_spearman_ic=0.0014533517363650304,degraded,0.906452,0.691277,historical_bin_blend_v1,72.3295,88.255,85.1471,67.5,76.0041,76.0041,2,0.5758928571428571,0.06696428571428571,0.24553571428571427,0.11160714285714286,0.877928,0.821716,0.83517,0.851886,0.163676,0.072727,66.9492,45.2304,77.5,77.5,0.062737,92.2,100.0,77.4048,87.5275,70.9837,0.709837,1,0,ELIGIBLE,ok,professional_score_rule_guarded,2,5506.0,0.49164547766073374,0.00638155091897298,0.0,187.0,0.03396294950962586,300.0,0.05448601525608427,3085247351.1535797,0.452304167695745,0.0,0.08037643355810888,0.08037643355810888,up,high,1.0,ehx:model_v1,-0.004933151259011795,0.043585042486501156,0.07730952999767228,0.1110340175088434,0.15955221125435723,9.015415710532046,9.463612323369706,9.788210488036466,10.123942241538524,10.627248663218102,0.9389707284819561,0.9389707284819561,1,59,59,0.664808146145829,0.0,0.0,,,,,,,,
3,20260616,20260616,20260617,20260618,600110.SH,诺德股份,电气设备,15.65,TOP10,1,1,TOP10,市价竞价,≤16.26,市价竞价,≤16.26,冲高至16.97附近优先兑现；强势放量再看17.56；弱于15.42止损,冲高至16.97附近优先兑现；强势放量再看17.56；弱于15.42止损,市价竞价,≤16.26,市价竞价,≤16.26,冲高至16.97附近优先兑现；强势放量再看17.56；弱于15.42止损,冲高至16.97附近优先兑现；强势放量再看17.56；弱于15.42止损,0.684964,0.684964,74.9311,74.9311,0.817458,0.817458,79.862,79.862,0.943471,63.3041,0.789656,79.8563,0.9549446745773118,0.9652136459785269,0.8767131065611148,0.8268245978418907,0.813748970356705,0.8118856850020887,0.8478587057707496,0.12733979444335575,0.21423246607536822,0.12529109421431345,0.12796444882707575,0.05284454498732175,0.06868504415466128,0.8591509291640004,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=14;samples=419;t1_accept_auc=0.48799270904534053;t1_accept_brier=0.29724315412033037;t1_ret_spearman_ic=0.0014533517363650304,degraded,0.89674,0.684964,historical_bin_blend_v1,71.6934,84.8612,84.2807,67.5,75.1978,75.1978,4,0.5758928571428571,0.06696428571428571,0.24553571428571427,0.11160714285714286,0.855954,0.814504,0.826825,0.830169,0.174027,0.097575,73.5593,45.2304,77.5,77.5,0.072779,89.8763,90.6405,77.1132,84.1157,70.0199,0.700199,1,0,ELIGIBLE,ok,professional_score_rule_guarded,3,5506.0,0.49164547766073374,0.00638155091897298,0.0,187.0,0.03396294950962586,300.0,0.05448601525608427,3085247351.1535797,0.452304167695745,0.0,0.0846014507164138,0.0846014507164138,up,high,1.0,ehx:model_v1,-0.0010300882738269318,0.04748810547168602,0.08121259298285714,0.11493708049402826,0.1634552742395421,15.633887418629904,16.41111784388133,16.974012703711878,17.556214634897213,18.429012538649964,0.9478389665459831,0.9478389665459831,3,49,49,0.6937655760116204,0.0,0.0,,,,,,,,
4,20260616,20260616,20260617,20260618,600615.SH,鑫源智造,铝,10.04,TOP10,1,1,TOP10,限价竞价,≤10.43,限价竞价,≤10.43,冲高至10.92附近优先兑现；强势放量再看11.29；弱于9.89止损,冲高至10.92附近优先兑现；强势放量再看11.29；弱于9.89止损,限价竞价,≤10.43,限价竞价,≤10.43,冲高至10.92附近优先兑现；强势放量再看11.29；弱于9.89止损,冲高至10.92附近优先兑现；强势放量再看11.29；弱于9.89止损,0.527691,0.527691,68.3842,68.3842,0.808881,0.808881,72.137,72.137,0.316634,44.499,0.793801,50.1852,0.9610983739700485,0.9680771327650827,0.8702134559767121,0.8430760041220923,0.7988894558252686,0.863605364184401,0.8429260353718074,0.1496544873305587,0.1849203263062665,0.1225590157542984,0.13170978785411547,0.057763496558842414,0.08069694995268384,0.8658627719256669,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=14;samples=419;t1_accept_auc=0.48799270904534053;t1_accept_brier=0.29724315412033037;t1_ret_spearman_ic=0.0014533517363650304,degraded,0.70414,0.527691,historical_bin_blend_v1,60.0075,84.9546,77.9797,67.5,66.9271,66.9271,11,0.5758928571428571,0.06696428571428571,0.24553571428571427,0.11160714285714286,0.851502,0.764538,0.843076,0.837097,0.178599,0.090355,74.1102,45.2304,77.5,77.5,0.071756,92.9635,99.4492,73.627,86.0683,69.8699,0.698699,1,0,ELIGIBLE,ok,professional_score_rule_guarded,4,5506.0,0.49164547766073374,0.00638155091897298,0.0,187.0,0.03396294950962586,300.0,0.05448601525608427,3085247351.1535797,0.452304167695745,0.0,0.08727083996862878,0.08727083996862878,up,high,1.0,ehx:model_v1,0.0014280586511182247,0.049946252396631176,0.0836707399078023,0.11739522741897343,0.16591342116448726,10.054347951276824,10.554194529709042,10.916199233285033,11.290620555205724,11.851927770775031,0.9528771666685694,0.9528771666685694,10,48,48,0.1544421087619468,0.0,0.0,,,,,,,,
5,20260616,20260616,20260617,20260618,002672.SZ,东江环保,环境保护,3.89,TOP10,1,1,TOP10,市价竞价,≤4.05,市价竞价,≤4.05,冲高至4.32附近优先兑现；强势放量再看4.47；弱于3.83止损,冲高至4.32附近优先兑现；强势放量再看4.47；弱于3.83止损,市价竞价,≤4.05,市价竞价,≤4.05,冲高至4.32附近优先兑现；强势放量再看4.47；弱于3.83止损,冲高至4.32附近优先兑现；强势放量再看4.47；弱于3.83止损,0.642078,0.642078,71.3566,71.3566,0.72875,0.72875,74.9037,74.9037,0.800021,59.0006,0.868338,75.0095,0.9558027531010493,0.9736920965721103,0.8439348067074597,0.7959385139268771,0.6760013799160589,0.7851733714840338,0.7331283507861434,0.29843916820522537,0.3628276014054471,0.12030187776393783,0.12689154867640084,0.011453471858651103,0.07415722259857017,0.8024930583470736,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=14;samples=419;t1_accept_auc=0.48799270904534053;t1_accept_brier=0.29724315412033037;t1_ret_spearman_ic=0.0014533517363650304,degraded,0.830761,0.642078,historical_bin_blend_v1,67.6922,67.0527,81.119,67.5,70.9247,70.9247,7,0.5758928571428571,0.06696428571428571,0.24553571428571427,0.11160714285714286,0.792325,0.79032,0.795939,0.72932,0.248582,0.155285,95.5932,45.2304,77.5,77.5,0.108731,45.3039,94.9908,75.7342,72.912,66.4965,0.664965,1,0,ELIGIBLE,ok,professional_score_rule_guarded,5,5506.0,0.49164547766073374,0.00638155091897298,0.0,187.0,0.03396294950962586,300.0,0.05448601525608427,3085247351.1535797,0.452304167695745,0.0,0.11030400678839168,0.11030400678839168,up,high,1.0,ehx:model_v1,0.022391176558822945,0.07090937030433589,0.10463385781550702,0.13835834532667815,0.18687653907219198,3.978084150536974,4.175852495236923,4.319082586406844,4.46722541312955,4.689311156397939,0.9818110081003574,0.9818110081003574,6,8,8,0.2535262572546568,0.0,0.0,,,,,,,,
6,20260616,20260616,20260617,20260618,002160.SZ,常铝股份,铝,4.59,TOP10,1,1,TOP10,市价竞价,≤4.77,市价竞价,≤4.77,冲高至5.05附近优先兑现；强势放量再看5.23；弱于4.52止损,冲高至5.05附近优先兑现；强势放量再看5.23；弱于4.52止损,市价竞价,≤4.77,市价竞价,≤4.77,冲高至5.05附近优先兑现；强势放量再看5.23；弱于4.52止损,冲高至5.05附近优先兑现；强势放量再看5.23；弱于4.52止损,0.706063,0.706063,76.5693,76.5693,0.732348,0.732348,77.1453,77.1453,0.978782,64.3635,0.847741,82.9857,0.9640159066133003,0.9775601123444623,0.907950199073774,0.847065089518944,0.7217623095035944,0.7427106474448258,0.6633235714548315,0.19859922614463796,0.35787207670579646,0.11932939003933567,0.12762234765895838,0.00950636825458858,0.06688941925554023,0.8101752416104495,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=14;samples=419;t1_accept_auc=0.48799270904534053;t1_accept_brier=0.29724315412033037;t1_ret_spearman_ic=0.0014533517363650304,degraded,0.9292,0.706063,historical_bin_blend_v1,73.7406,68.4985,84.5856,67.5,75.3559,75.3559,3,0.5758928571428571,0.06696428571428571,0.24553571428571427,0.11160714285714286,0.797215,0.832843,0.847065,0.698376,0.238436,0.151706,89.8093,45.2304,77.5,77.5,0.105121,43.0834,88.4642,78.9136,70.8278,65.9251,0.659251,1,0,ELIGIBLE,ok,professional_score_rule_guarded,6,5506.0,0.49164547766073374,0.00638155091897298,0.0,187.0,0.03396294950962586,300.0,0.05448601525608427,3085247351.1535797,0.452304167695745,0.0,0.10113721227287781,0.10113721227287781,up,high,1.0,ehx:model_v1,0.014100793853104199,0.06261898759861714,0.09634347510978827,0.1300679626209594,0.17858615636647324,4.65518111652318,4.886610977947551,5.054219804332509,5.227577547258792,5.487463793800979,0.9730020524450944,0.9730020524450944,5,18,18,0.7439679132491662,0.0,0.0,,,,,,,,
7,20260616,20260616,20260617,20260618,000541.SZ,佛山照明,家用电器,5.31,TOP10,1,1,TOP10,限价竞价,≤5.53,限价竞价,≤5.53,冲高至5.88附近优先兑现；强势放量再看6.08；弱于5.23止损,冲高至5.88附近优先兑现；强势放量再看6.08；弱于5.23止损,限价竞价,≤5.53,限价竞价,≤5.53,冲高至5.88附近优先兑现；强势放量再看6.08；弱于5.23止损,冲高至5.88附近优先兑现；强势放量再看6.08；弱于5.23止损,0.577493,0.577493,71.6028,71.6028,0.787276,0.787276,73.5886,73.5886,0.62975,53.8925,0.862234,66.769,0.9391329456265176,0.9678301190290299,0.8454772124176904,0.8340974604441767,0.7641126242955087,0.7562374822140718,0.778267876714009,0.1688620528419586,0.3343161453265342,0.1093107596867238,0.12513922673139558,0.0008976180030506943,0.04649246800371808,0.8231880123731689,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=14;samples=419;t1_accept_auc=0.48799270904534053;t1_accept_brier=0.29724315412033037;t1_ret_spearman_ic=0.0014533517363650304,degraded,0.780759,0.577493,historical_bin_blend_v1,63.7535,66.2096,80.2498,67.5,68.3866,68.3866,9,0.5758928571428571,0.06696428571428571,0.24553571428571427,0.11160714285714286,0.829796,0.779165,0.834097,0.721111,0.205904,0.138084,93.9407,45.2304,77.5,77.5,0.092901,29.5556,57.1761,76.1576,66.4971,65.6308,0.656308,1,0,ELIGIBLE,ok,professional_score_rule_guarded,7,5506.0,0.49164547766073374,0.00638155091897298,0.0,187.0,0.03396294950962586,300.0,0.05448601525608427,3085247351.1535797,0.452304167695745,0.0,0.10688527566718037,0.10688527566718037,up,high,1.0,ehx:model_v1,0.01930733174896787,0.06782552549448082,0.10155001300565195,0.13527450051682308,0.1837926942623369,5.413518044492329,5.682648224284539,5.877560813792727,6.079158828132675,6.381380986617087,0.9788725158921328,0.9788725158921328,9,12,12,0.1671012228193334,0.0,0.0,,,,,,,,
8,20260616,20260616,20260617,20260618,603989.SH,艾华集团,元器件,34.3,TOP10,1,1,TOP10,限价竞价,≤35.60,限价竞价,≤35.60,冲高至37.16附近优先兑现；强势放量再看38.44；弱于33.79止损,冲高至37.16附近优先兑现；强势放量再看38.44；弱于33.79止损,限价竞价,≤35.60,限价竞价,≤35.60,冲高至37.16附近优先兑现；强势放量再看38.44；弱于33.79止损,冲高至37.16附近优先兑现；强势放量再看38.44；弱于33.79止损,0.526268,0.526268,63.6347,63.6347,0.794064,0.794064,70.8112,70.8112,0.328187,44.8456,0.781633,50.4297,0.9514631736346638,0.9746231603315675,0.8621337984341448,0.7616070115644323,0.7798021590139042,0.8650176208313367,0.8353856243840104,0.14245046093711292,0.29722802955435484,0.12433320654316292,0.13248981664678736,0.04266246960462024,0.07053956867215397,0.8456564708778307,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=14;samples=419;t1_accept_auc=0.48799270904534053;t1_accept_brier=0.29724315412033037;t1_ret_spearman_ic=0.0014533517363650304,degraded,0.70195,0.526268,historical_bin_blend_v1,57.9637,81.9349,74.113,67.5,64.5985,64.5985,14,0.5758928571428571,0.06696428571428571,0.24553571428571427,0.11160714285714286,0.838136,0.736529,0.761607,0.809585,0.194722,0.125284,71.0805,45.2304,77.5,77.5,0.086266,84.1523,92.2831,70.2254,82.4054,65.5106,0.655106,1,0,ELIGIBLE,ok,professional_score_rule_guarded,8,5506.0,0.49164547766073374,0.00638155091897298,0.0,187.0,0.03396294950962586,300.0,0.05448601525608427,3085247351.1535797,0.452304167695745,0.0,0.08348793669314505,0.08348793669314505,up,high,1.0,ehx:model_v1,-0.0020572729716918786,0.04646092077382107,0.0801854082849922,0.11390989579616331,0.16242808954167715,34.229508072501886,35.931209920734155,37.16363622857487,38.43833427197942,40.34927568355482,0.94561080243319,0.94561080243319,13,52,52,0.1926871049025782,0.0,0.0,,,,,,,,
9,20260616,20260616,20260617,20260618,000777.SZ,中核科技,机械基件,19.87,TOP10,1,1,TOP10,市价竞价,≤20.59,市价竞价,≤20.59,冲高至21.31附近优先兑现；强势放量再看22.05；弱于19.57止损,冲高至21.31附近优先兑现；强势放量再看22.05；弱于19.57止损,市价竞价,≤20.59,市价竞价,≤20.59,冲高至21.31附近优先兑现；强势放量再看22.05；弱于19.57止损,冲高至21.31附近优先兑现；强势放量再看22.05；弱于19.57止损,0.681395,0.681395,77.2478,77.2478,0.80876,0.80876,80.0836,80.0836,0.889117,61.6735,0.741473,76.0699,0.9649320268256275,0.9656270728123975,0.8921614378226883,0.8763064915501644,0.8069290454795454,0.8372593777970904,0.8666182399282814,0.2302388840938902,0.2884794204232723,0.11840584976854684,0.13196979604905848,0.053582582033400335,0.08031025123612186,0.8779958895291085,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=14;samples=419;t1_accept_auc=0.48799270904534053;t1_accept_brier=0.29724315412033037;t1_ret_spearman_ic=0.0014533517363650304,degraded,0.891248,0.681395,historical_bin_blend_v1,72.5587,84.9892,86.0097,67.5,76.1292,76.1292,1,0.5758928571428571,0.06696428571428571,0.24553571428571427,0.11160714285714286,0.852488,0.831148,0.876306,0.8196,0.229021,0.130243,59.3052,45.2304,77.5,77.5,0.096328,90.6424,98.8983,77.2469,84.6792,65.0515,0.650515,1,0,ELIGIBLE,ok,professional_score_rule_guarded,9,5506.0,0.49164547766073374,0.00638155091897298,0.0,187.0,0.03396294950962586,300.0,0.05448601525608427,3085247351.1535797,0.452304167695745,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,19.631332837791977,20.60729414294934,21.314116192393534,22.045181958946568,23.141146493543364,0.919717009878865,0.919717009878865,2,68,68,0.8985548970063965,0.0,0.0,,,,,,,,
10,20260616,20260616,20260617,20260618,002446.SZ,盛路通信,通信设备,11.77,TOP10,1,1,TOP10,限价竞价,≤12.23,限价竞价,≤12.23,冲高至13.04附近优先兑现；强势放量再看13.48；弱于11.59止损,冲高至13.04附近优先兑现；强势放量再看13.48；弱于11.59止损,限价竞价,≤12.23,限价竞价,≤12.23,冲高至13.04附近优先兑现；强势放量再看13.48；弱于11.59止损,冲高至13.04附近优先兑现；强势放量再看13.48；弱于11.59止损,0.495493,0.495493,62.447,62.447,0.715631,0.715631,67.1412,67.1412,0.466977,49.0093,0.864069,59.0831,0.9395917839715275,0.9741806735232459,0.7350173071990308,0.7140551764900802,0.7000533633752754,0.7963575143943787,0.6311512608395585,0.22846077414615606,0.2422942619943384,0.12359264713594108,0.12713904475440801,0.027748812034976384,0.04855758494856797,0.7514062397047766,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=14;samples=419;t1_accept_auc=0.48799270904534053;t1_accept_brier=0.29724315412033037;t1_ret_spearman_ic=0.0014533517363650304,degraded,0.654605,0.495493,historical_bin_blend_v1,54.7732,70.8723,71.3665,67.5,61.3459,61.3459,21,0.5758928571428571,0.06696428571428571,0.24553571428571427,0.11160714285714286,0.77834,0.708208,0.714055,0.719746,0.234853,0.118571,94.4915,45.2304,77.5,77.5,0.094285,70.438,62.4607,68.5599,71.4284,65.0493,0.650493,1,0,ELIGIBLE,ok,professional_score_rule_guarded,10,5506.0,0.49164547766073374,0.00638155091897298,0.0,187.0,0.03396294950962586,300.0,0.05448601525608427,3085247351.1535797,0.452304167695745,0.0,0.10754254393556577,0.10754254393556577,up,high,1.0,ehx:model_v1,0.019900955331428535,0.0684191490769415,0.10214363658811261,0.13586812409928373,0.18438631784479756,12.006580525432799,12.60348131138047,13.035775742121608,13.48289770108553,14.1531928128022,0.9794674808503223,0.9794674808503223,19,11,11,0.0728061103776219,0.0,0.0,,,,,,,,
