rank,trade_date,base_date,buy_date,target_date,ts_code,name,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,t1_up_rate,T+1上涨率,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up,open_T_actual,high_T_actual,close_T_actual,t_limit_price_est,t_up_actual,t_limitup_actual,t_touch_limitup_actual,t_limitup_verify_ready,t_open_ret,t_intraday_ret,t_close_ret,t_high_profit_hit,open_T2_actual,high_T2_actual,low_T2_actual,close_T2_actual,t1_open_ret,t1_low_ret,t1_close_ret,t1_high_ret,t1_up_hit,t1_high_profit_hit,t1_accept_hit,t1_fail_hit,t1_big_drawdown_hit,t1_limitdown_risk_hit,t_limitup_verify_reason,t_limitup_verify_trade_date,d_analysis_trade_date
1,20260618,20260618,20260622,20260623,002392.SZ,北京利尔,其他建材,8.81,TOP10,1,1,TOP10,限价竞价,≤9.16,限价竞价,≤9.16,冲高至9.67附近优先兑现；强势放量再看10.00；弱于8.68止损,冲高至9.67附近优先兑现；强势放量再看10.00；弱于8.68止损,限价竞价,≤9.16,限价竞价,≤9.16,冲高至9.67附近优先兑现；强势放量再看10.00；弱于8.68止损,冲高至9.67附近优先兑现；强势放量再看10.00；弱于8.68止损,0.563863,0.563863,69.4953,69.4953,0.766154,0.766154,74.4276,74.4276,0.654413,54.6324,0.837215,67.315,0.8886959770548568,0.9465605143948114,0.8434133114786565,0.7940385790625655,0.6855874789867091,0.9022238104258474,0.8865508116650924,0.135698468065132,0.1819429322978501,0.0946190419945684,0.1110011067330558,0.0587669621793885,0.0794375583182233,0.8384295874368193,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=15;samples=449;t1_accept_auc=0.5372410097642296;t1_accept_brier=0.2791109994022032;t1_ret_spearman_ic=0.05367358778067446,degraded,0.786713,0.563863,historical_bin_blend_v1,61.8404,78.4332,81.6972,67.5,68.3645,68.3645,3,0.5819293403580008,0.0660111567855788,0.242040908213789,0.1100185946426313,0.800466,0.753882,0.794039,0.849048,0.163048,0.086162,86.7204,33.1731,77.5,77.5,0.066611,93.807,99.836,72.6687,85.2921,71.7445,0.717445,1,0,ELIGIBLE,ok,professional_score_rule_guarded,1,5504.0,0.362281976744186,-0.0036070272320701,-0.0081146899593606,135.0,0.0245276162790697,261.0,0.0474200581395348,3330977046.92019,0.3317306520369169,0.9692098190070078,0.9692098190070078,,0.0934652611154742,0.0,0.0979724603402685,0.0979724603402685,up,high,,,,,,,,,,8.81,8.98,8.34,9.69,0,0,0,1,0.0,0.0192962542565267,-0.05334846765039736,0,,,,,,,,,,,,,,,ok,20260622,20260618
2,20260618,20260618,20260622,20260623,603223.SH,恒通股份,公路,10.16,TOP10,1,1,TOP10,限价竞价,≤10.55,限价竞价,≤10.55,冲高至11.09附近优先兑现；强势放量再看11.47；弱于10.01止损,冲高至11.09附近优先兑现；强势放量再看11.47；弱于10.01止损,限价竞价,≤10.55,限价竞价,≤10.55,冲高至11.09附近优先兑现；强势放量再看11.47；弱于10.01止损,冲高至11.09附近优先兑现；强势放量再看11.47；弱于10.01止损,0.554619,0.554619,70.3689,70.3689,0.762363,0.762363,73.1346,73.1346,0.618315,53.5495,0.812914,64.9928,0.926911342576516,0.9451019367762318,0.8385664054422954,0.8158190268848423,0.7339249414814889,0.8608866001198537,0.7844877839843049,0.2260250343412226,0.2988425478467187,0.097370065395307,0.1116789142710265,0.0525103036038858,0.0601243238638193,0.8284882115660099,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=15;samples=449;t1_accept_auc=0.5372410097642296;t1_accept_brier=0.2791109994022032;t1_ret_spearman_ic=0.05367358778067446,degraded,0.772491,0.554619,historical_bin_blend_v1,61.6542,80.0994,81.7912,67.5,68.3889,68.3889,2,0.5819293403580008,0.0660111567855788,0.242040908213789,0.1100185946426313,0.808437,0.757986,0.815819,0.803398,0.214536,0.130016,79.7312,33.1731,77.5,77.5,0.092639,89.8854,93.504,72.6044,82.4231,66.7204,0.667204,1,0,ELIGIBLE,ok,professional_score_rule_guarded,2,5504.0,0.362281976744186,-0.0036070272320701,-0.0081146899593606,135.0,0.0245276162790697,261.0,0.0474200581395348,3330977046.92019,0.3317306520369169,0.9596989131994124,0.9596989131994124,,0.0873601378707388,0.0,0.0912896236784611,0.0912896236784611,up,high,,,,,,,,,,10.75,10.98,10.37,11.18,1,0,0,1,0.05807086614173218,0.08070866141732291,0.02066929133858264,1,,,,,,,,,,,,,,,ok,20260622,20260618
3,20260618,20260618,20260622,20260623,002068.SZ,黑猫股份,化工原料,10.45,TOP10,1,1,TOP10,限价竞价,≤10.83,限价竞价,≤10.83,冲高至11.45附近优先兑现；强势放量再看11.85；弱于10.29止损,冲高至11.45附近优先兑现；强势放量再看11.85；弱于10.29止损,限价竞价,≤10.83,限价竞价,≤10.83,冲高至11.45附近优先兑现；强势放量再看11.85；弱于10.29止损,冲高至11.45附近优先兑现；强势放量再看11.85；弱于10.29止损,0.560981,0.560981,69.6113,69.6113,0.685034,0.685034,71.0324,71.0324,0.664145,54.9243,0.830184,67.6015,0.9166111934301308,0.9486117963223976,0.8329066032759684,0.7940256938425604,0.619502810898673,0.8353642252220321,0.713081710015525,0.2195520371838817,0.3095062075542755,0.0976055368869787,0.1124587103909174,0.0564256632330514,0.0533939657142653,0.7882550414819114,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=15;samples=449;t1_accept_auc=0.5372410097642296;t1_accept_brier=0.2791109994022032;t1_ret_spearman_ic=0.05367358778067446,degraded,0.782278,0.560981,historical_bin_blend_v1,61.6442,72.4558,80.0463,67.5,67.4562,67.4562,4,0.5819293403580008,0.0660111567855788,0.242040908213789,0.1100185946426313,0.749876,0.753414,0.794026,0.76008,0.238622,0.138204,84.6237,33.1731,77.5,77.5,0.101117,92.4252,88.0464,71.3389,78.2043,64.9949,0.649949,1,0,ELIGIBLE,ok,professional_score_rule_guarded,3,5504.0,0.362281976744186,-0.0036070272320701,-0.0081146899593606,135.0,0.0245276162790697,261.0,0.0474200581395348,3330977046.92019,0.3317306520369169,0.9668550623843234,0.9668550623843234,,0.0918229247271443,0.0,0.0961707001684002,0.0961707001684002,up,high,,,,,,,,,,10.45,11.5,11.5,11.5,1,1,1,1,0.0,0.1004784688995215,0.1004784688995215,1,,,,,,,,,,,,,,,ok,20260622,20260618
4,20260618,20260618,20260622,20260623,002950.SZ,奥美医疗,医疗保健,9.82,TOP10,1,1,TOP10,限价竞价,≤10.18,限价竞价,≤10.18,冲高至10.68附近优先兑现；强势放量再看11.04；弱于9.67止损,冲高至10.68附近优先兑现；强势放量再看11.04；弱于9.67止损,限价竞价,≤10.18,限价竞价,≤10.18,冲高至10.68附近优先兑现；强势放量再看11.04；弱于9.67止损,冲高至10.68附近优先兑现；强势放量再看11.04；弱于9.67止损,0.537152,0.537152,69.3752,69.3752,0.728545,0.728545,71.6989,71.6989,0.53722,51.1166,0.797754,60.7618,0.9168719519345396,0.9462716043289868,0.8349335682331116,0.8154767949643941,0.6443503821990973,0.8266531989643151,0.858407152374628,0.174471409971067,0.2944359015107838,0.0901595400269445,0.1112868464458595,0.0551435898423186,0.0596877184556014,0.8234232126622836,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=15;samples=449;t1_accept_auc=0.5372410097642296;t1_accept_brier=0.2791109994022032;t1_ret_spearman_ic=0.05367358778067446,degraded,0.745619,0.537152,historical_bin_blend_v1,60.291,74.8935,80.7649,67.5,67.0036,67.0036,5,0.5819293403580008,0.0660111567855788,0.242040908213789,0.1100185946426313,0.781277,0.751902,0.815477,0.802284,0.215479,0.128985,75.5376,33.1731,77.5,77.5,0.092565,91.3524,92.6777,71.1444,80.7237,64.8562,0.648562,1,0,ELIGIBLE,ok,professional_score_rule_guarded,4,5504.0,0.362281976744186,-0.0036070272320701,-0.0081146899593606,135.0,0.0245276162790697,261.0,0.0474200581395348,3330977046.92019,0.3317306520369169,0.9528771666685694,0.9528771666685694,,0.0836707399078023,0.0,0.0872708399686287,0.0872708399686287,up,high,,,,,,,,,,9.67,9.87,9.79,10.8,0,0,0,1,-0.015274949083503131,0.005091649694500822,-0.003054989816700715,0,,,,,,,,,,,,,,,ok,20260622,20260618
5,20260618,20260618,20260622,20260623,600226.SH,亨通股份,供气供热,9.76,TOP10,1,1,TOP10,只观察不追,≤9.86,只观察不追,≤9.86,冲高至10.72附近优先兑现；强势放量再看11.08；弱于9.61止损,冲高至10.72附近优先兑现；强势放量再看11.08；弱于9.61止损,只观察不追,≤9.86,只观察不追,≤9.86,冲高至10.72附近优先兑现；强势放量再看11.08；弱于9.61止损,冲高至10.72附近优先兑现；强势放量再看11.08；弱于9.61止损,0.445057,0.445057,61.6541,61.6541,0.667809,0.667809,63.9481,63.9481,0.357785,45.7336,0.839197,53.2747,0.7937449368493509,0.9236754173200016,0.7094263468879637,0.7226777540992573,0.5175455613411913,0.712185045101836,0.8612770991913267,0.31390412701802,0.3973909672682432,0.0825915023218606,0.0939334800169287,0.0253692325591717,0.0446262213986374,0.7306169764688869,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=15;samples=449;t1_accept_auc=0.5372410097642296;t1_accept_brier=0.2791109994022032;t1_ret_spearman_ic=0.05367358778067446,degraded,0.603934,0.445057,historical_bin_blend_v1,51.2177,63.4542,67.1,67.5,57.661,57.661,29,0.5819293403580008,0.0660111567855788,0.242040908213789,0.1100185946426313,0.703071,0.679014,0.722678,0.75442,0.270627,0.169725,87.4194,33.1731,77.5,77.5,0.118574,72.1843,81.9945,64.7541,72.3718,59.7915,0.597915,1,0,ELIGIBLE,ok,professional_score_rule_guarded,5,5504.0,0.362281976744186,-0.0036070272320701,-0.0081146899593606,135.0,0.0245276162790697,261.0,0.0474200581395348,3330977046.92019,0.3317306520369169,0.96929946824671,0.96929946824671,,0.0935298129599955,0.0,0.0980433387754594,0.0980433387754594,up,high,,,,,,,,,,10.1,10.74,10.58,10.74,1,0,1,1,0.0348360655737705,0.10040983606557385,0.08401639344262302,1,,,,,,,,,,,,,,,ok,20260622,20260618
6,20260618,20260618,20260622,20260623,603201.SH,常润股份,汽车配件,19.28,TOP10,1,1,TOP10,限价竞价,≤19.97,限价竞价,≤19.97,冲高至20.65附近优先兑现；强势放量再看21.36；弱于18.99止损,冲高至20.65附近优先兑现；强势放量再看21.36；弱于18.99止损,限价竞价,≤19.97,限价竞价,≤19.97,冲高至20.65附近优先兑现；强势放量再看21.36；弱于18.99止损,冲高至20.65附近优先兑现；强势放量再看21.36；弱于18.99止损,0.490059,0.490059,68.917,68.917,0.799238,0.799238,69.9316,69.9316,0.464734,48.942,0.747373,56.0592,0.922554268853705,0.9593098577418634,0.7624953277430692,0.8223369796777548,0.8077837764506348,0.7051989221804519,0.8219296121273263,0.2285239239095594,0.2721158389711007,0.0828169247220012,0.1007376073098599,0.0507387646907532,0.0333052654879303,0.8110863443696774,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=15;samples=449;t1_accept_auc=0.5372410097642296;t1_accept_brier=0.2791109994022032;t1_ret_spearman_ic=0.05367358778067446,degraded,0.673167,0.490059,historical_bin_blend_v1,56.978,81.768,79.1997,67.5,65.1506,65.1506,7,0.5819293403580008,0.0660111567855788,0.242040908213789,0.1100185946426313,0.833767,0.741069,0.822337,0.780677,0.241568,0.128371,61.79,33.1731,77.5,77.5,0.098903,87.9708,61.9183,69.5675,76.8486,59.6436,0.596436,1,0,ELIGIBLE,ok,professional_score_rule_guarded,6,5504.0,0.362281976744186,-0.0036070272320701,-0.0081146899593606,135.0,0.0245276162790697,261.0,0.0474200581395348,3330977046.92019,0.3317306520369169,0.9155434317846488,0.9155434317846488,,0.0687852252841989,0.0,0.0712061164509587,0.0712061164509587,up,high,,,,,,,,,,20.34,20.69,20.39,21.21,1,0,0,1,0.05497925311203322,0.07313278008298751,0.057572614107883835,1,,,,,,,,,,,,,,,ok,20260622,20260618
7,20260618,20260618,20260622,20260623,600076.SH,康欣新材,广告包装,3.67,TOP10,1,1,TOP10,限价竞价,≤3.81,限价竞价,≤3.81,冲高至4.10附近优先兑现；强势放量再看4.24；弱于3.61止损,冲高至4.10附近优先兑现；强势放量再看4.24；弱于3.61止损,限价竞价,≤3.81,限价竞价,≤3.81,冲高至4.10附近优先兑现；强势放量再看4.24；弱于3.61止损,冲高至4.10附近优先兑现；强势放量再看4.24；弱于3.61止损,0.547888,0.547888,71.1888,71.1888,0.606732,0.606732,68.7688,68.7688,0.912762,62.3829,0.871089,80.4334,0.8766306680251373,0.9637668408084918,0.697580969351739,0.7705936335211597,0.4896187286169785,0.6652173414097953,0.6528949261471337,0.4734009973092437,0.4264864690982729,0.0848566875660054,0.1055790212370696,0.0231249717359492,0.0581762805495209,0.6989091111243984,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=15;samples=449;t1_accept_auc=0.5372410097642296;t1_accept_brier=0.2791109994022032;t1_ret_spearman_ic=0.05367358778067446,degraded,0.762135,0.547888,historical_bin_blend_v1,60.4375,60.1654,80.1326,67.5,65.9636,65.9636,6,0.5819293403580008,0.0660111567855788,0.242040908213789,0.1100185946426313,0.682304,0.744508,0.770594,0.684813,0.340096,0.192877,95.8065,33.1731,77.5,77.5,0.142887,68.0351,91.538,69.5736,69.7325,59.5597,0.595597,1,0,ELIGIBLE,ok,professional_score_rule_guarded,7,5504.0,0.362281976744186,-0.0036070272320701,-0.0081146899593606,135.0,0.0245276162790697,261.0,0.0474200581395348,3330977046.92019,0.3317306520369169,0.9859645617707556,0.9859645617707556,,0.1098147212890719,0.0,0.116071267055665,0.116071267055665,up,high,,,,,,,,,,3.88,3.9,3.76,4.04,1,0,0,1,0.05722070844686655,0.06267029972752036,0.02452316076294281,1,,,,,,,,,,,,,,,ok,20260622,20260618
8,20260618,20260618,20260622,20260623,002167.SZ,东方锆业,小金属,16.13,TOP10,1,1,TOP10,限价竞价,≤16.65,限价竞价,≤16.65,冲高至17.49附近优先兑现；强势放量再看18.09；弱于15.89止损,冲高至17.49附近优先兑现；强势放量再看18.09；弱于15.89止损,限价竞价,≤16.65,限价竞价,≤16.65,冲高至17.49附近优先兑现；强势放量再看18.09；弱于15.89止损,冲高至17.49附近优先兑现；强势放量再看18.09；弱于15.89止损,0.515546,0.515546,67.9569,67.9569,0.630185,0.630185,66.3542,66.3542,0.5023,50.069,0.793199,58.9892,0.9220273102097276,0.9624884374894772,0.8024118820808327,0.798822384026547,0.5762070627782577,0.776849668663222,0.6185270039032579,0.284944449005907,0.4173924447230953,0.0917190961047754,0.1092108504828441,0.0423483986243599,0.0501666733941005,0.7513439792390071,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=15;samples=449;t1_accept_auc=0.5372410097642296;t1_accept_brier=0.2791109994022032;t1_ret_spearman_ic=0.05367358778067446,degraded,0.712378,0.515546,historical_bin_blend_v1,58.2938,67.8768,76.043,67.5,64.2353,64.2353,10,0.5819293403580008,0.0660111567855788,0.242040908213789,0.1100185946426313,0.711901,0.742669,0.798822,0.687799,0.308935,0.1836,74.8387,33.1731,77.5,77.5,0.132314,84.8247,86.4061,68.4413,72.7553,57.1418,0.571418,1,0,ELIGIBLE,ok,professional_score_rule_guarded,8,5504.0,0.362281976744186,-0.0036070272320701,-0.0081146899593606,135.0,0.0245276162790697,261.0,0.0474200581395348,3330977046.92019,0.3317306520369169,0.9478389665459832,0.9478389665459832,,0.0812125929828571,0.0,0.0846014507164138,0.0846014507164138,up,high,,,,,,,,,,17.74,17.74,17.74,17.74,1,1,1,1,0.09981401115933042,0.09981401115933042,0.09981401115933042,1,,,,,,,,,,,,,,,ok,20260622,20260618
9,20260618,20260618,20260622,20260623,603001.SH,奥康国际,服饰,11.89,TOP10,1,1,TOP10,只观察不追,≤12.01,只观察不追,≤12.01,冲高至13.13附近优先兑现；强势放量再看13.58；弱于11.71止损,冲高至13.13附近优先兑现；强势放量再看13.58；弱于11.71止损,只观察不追,≤12.01,只观察不追,≤12.01,冲高至13.13附近优先兑现；强势放量再看13.58；弱于11.71止损,冲高至13.13附近优先兑现；强势放量再看13.58；弱于11.71止损,0.428058,0.428058,60.1713,60.1713,0.619733,0.619733,60.881,60.881,0.271481,43.1444,0.856479,49.6073,0.8299827689198671,0.9333139476122017,0.6985637880286183,0.7152253112353991,0.4961395170009146,0.7023061842457989,0.7022420929133001,0.3662959237193021,0.4635555169644645,0.0834973967947231,0.0950360021807744,0.0227519700227032,0.038053503687479,0.6978052468055911,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=15;samples=449;t1_accept_auc=0.5372410097642296;t1_accept_brier=0.2791109994022032;t1_ret_spearman_ic=0.05367358778067446,degraded,0.570439,0.428058,historical_bin_blend_v1,49.7114,58.9562,59.3286,67.5,54.6065,54.6065,38,0.5819293403580008,0.0660111567855788,0.242040908213789,0.1100185946426313,0.678603,0.67291,0.715225,0.688572,0.311637,0.197109,92.3118,33.1731,77.5,77.5,0.137042,65.8295,73.7871,63.9632,67.2968,56.9097,0.569097,1,0,ELIGIBLE,ok,professional_score_rule_guarded,9,5504.0,0.362281976744186,-0.0036070272320701,-0.0081146899593606,135.0,0.0245276162790697,261.0,0.0474200581395348,3330977046.92019,0.3317306520369169,0.9764786006775988,0.9764786006775988,,0.0992957338964273,0.0,0.1043928576723361,0.1043928576723361,up,high,,,,,,,,,,11.98,12.95,12.72,13.08,1,0,0,1,0.007569386038688064,0.08915054667788036,0.06980656013456676,1,,,,,,,,,,,,,,,ok,20260622,20260618
10,20260618,20260618,20260622,20260623,001365.SZ,天海电子,汽车配件,44.22,TOP10,1,1,TOP10,只观察不追,≤44.66,只观察不追,≤44.66,冲高至47.34附近优先兑现；强势放量再看48.96；弱于43.56止损,冲高至47.34附近优先兑现；强势放量再看48.96；弱于43.56止损,只观察不追,≤44.66,只观察不追,≤44.66,冲高至47.34附近优先兑现；强势放量再看48.96；弱于43.56止损,冲高至47.34附近优先兑现；强势放量再看48.96；弱于43.56止损,0.475364,0.475364,69.5566,69.5566,0.761383,0.761383,68.7051,68.7051,0.449017,48.4705,0.733728,54.9715,0.9421546509155372,0.9685386415124952,0.7369358258518063,0.8361401963843065,0.7638527161934576,0.6956645104766058,0.7780722466780396,0.2455948880225927,0.3028723334218189,0.0992692145609795,0.1172759760032036,0.030596670850593,0.0469028168175707,0.7959655783090277,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=15;samples=449;t1_accept_auc=0.5372410097642296;t1_accept_brier=0.2791109994022032;t1_ret_spearman_ic=0.05367358778067446,degraded,0.65056,0.475364,historical_bin_blend_v1,56.2324,78.9154,78.7232,67.5,64.4131,64.4131,9,0.5819293403580008,0.0660111567855788,0.242040908213789,0.1100185946426313,0.811999,0.743332,0.83614,0.740799,0.276096,0.144441,57.0423,33.1731,77.5,77.5,0.112356,75.8057,84.7553,68.655,76.0372,56.791,0.56791,1,0,ELIGIBLE,ok,professional_score_rule_guarded,10,5504.0,0.362281976744186,-0.0036070272320701,-0.0081146899593606,135.0,0.0245276162790697,261.0,0.0474200581395348,3330977046.92019,0.3317306520369169,0.913495894379678,0.913495894379678,,0.0681300630464818,0.0,0.0705045325053978,0.0705045325053978,up,high,,,,,,,,,,45.0,45.55,43.82,48.64,0,0,0,1,0.01763907734056991,0.03007688828584354,-0.009045680687471691,1,,,,,,,,,,,,,,,ok,20260622,20260618
